team_name,league,country,season,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start
Sevilla FC,LaLiga,Spain,2021,Departures,Sergi Gómez,https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,Centre-Back,29,Spain,Espanyol,LaLiga,Spain,1e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2021,2021
Sevilla FC,LaLiga,Spain,2021,Departures,Sergio Escudero,https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,Left-Back,31,Spain,Granada CF,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2021,2021
Sevilla FC,LaLiga,Spain,2021,Departures,Aleix Vidal,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,Right Winger,31,Spain,Espanyol,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2021,2021
Sevilla FC,LaLiga,Spain,2021,Departures,Luuk de Jong,https://www.transfermarkt.com/luuk-de-jong/profil/spieler/72522,Centre-Forward,31,Netherlands,Barcelona,LaLiga,Spain,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2021,2021
Real Sociedad,LaLiga,Spain,2021,Arrivals,Alexander Sørloth,https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407,Centre-Forward,25,Norway,Leipzig,Bundesliga,Germany,2e+06,TRUE,"",Summer,44,44,8,2253,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2021,2021
Real Sociedad,LaLiga,Spain,2021,Arrivals,Mathew Ryan,https://www.transfermarkt.com/mathew-ryan/profil/spieler/128969,Goalkeeper,29,Australia,Brighton,Premier League,England,0,FALSE,"",Summer,46,9,0,810,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2021,2021
Real Sociedad,LaLiga,Spain,2021,Arrivals,Willian José,https://www.transfermarkt.com/willian-jose/profil/spieler/122155,Centre-Forward,29,Brazil,Wolves,Premier League,England,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2021,2021
Real Sociedad,LaLiga,Spain,2021,Arrivals,Kévin Rodrigues,https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947,Left-Back,27,Portugal,SD Eibar,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2021,2021
Real Sociedad,LaLiga,Spain,2021,Departures,Willian José,https://www.transfermarkt.com/willian-jose/profil/spieler/122155,Centre-Forward,29,Brazil,Real Betis,LaLiga,Spain,960000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2021,2021
Real Sociedad,LaLiga,Spain,2021,Departures,Kévin Rodrigues,https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947,Left-Back,27,Portugal,Rayo Vallecano,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2021,2021
Real Sociedad,LaLiga,Spain,2021,Departures,Martín Merquelanz,https://www.transfermarkt.com/martin-merquelanz/profil/spieler/289272,Left Winger,26,Spain,Rayo Vallecano,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Arrivals,Dimitri Foulquier,https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472,Right-Back,28,Guadeloupe,Granada CF,LaLiga,Spain,2500000,FALSE,"",Summer,36,36,0,2876,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Arrivals,Hélder Costa,https://www.transfermarkt.com/helder-costa/profil/spieler/173900,Right Winger,27,Angola,Leeds,Premier League,England,,TRUE,loan transfer,Summer,40,27,0,1229,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Arrivals,Hugo Duro,https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,Centre-Forward,21,Spain,Getafe,LaLiga,Spain,,TRUE,loan transfer,Summer,37,36,10,2380,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Arrivals,Omar Alderete,https://www.transfermarkt.com/omar-alderete/profil/spieler/353032,Centre-Back,24,Paraguay,Hertha BSC,Bundesliga,Germany,,TRUE,loan transfer,Summer,37,34,2,2845,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Arrivals,Rubén Sobrino,https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383,Centre-Forward,29,Spain,Cádiz CF,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,3,1,0,13,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Arrivals,Jorge Sáenz,https://www.transfermarkt.com/jorge-saenz/profil/spieler/340339,Centre-Back,24,Spain,Celta de Vigo,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Departures,Kang-in Lee,https://www.transfermarkt.com/kang-in-lee/profil/spieler/557149,Attacking Midfield,20,"Korea, South",RCD Mallorca,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Departures,Kévin Gameiro,https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,Centre-Forward,34,France,R. Strasbourg,Ligue 1,France,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Departures,Rubén Sobrino,https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383,Centre-Forward,29,Spain,Cádiz CF,LaLiga,Spain,,FALSE,?,Summer,3,1,0,13,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Departures,Patrick Cutrone,https://www.transfermarkt.com/patrick-cutrone/profil/spieler/265078,Centre-Forward,23,Italy,Wolves,Premier League,England,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Valencia CF,LaLiga,Spain,2021,Departures,Christian Oliva,https://www.transfermarkt.com/christian-oliva/profil/spieler/563812,Defensive Midfield,25,Uruguay,Cagliari,Serie A,Italy,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Arrivals,Germán Pezzella,https://www.transfermarkt.com/german-pezzella/profil/spieler/113133,Centre-Back,30,Argentina,Fiorentina,Serie A,Italy,3250000,FALSE,"",Summer,44,34,1,3065,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Arrivals,Willian José,https://www.transfermarkt.com/willian-jose/profil/spieler/122155,Centre-Forward,29,Brazil,Real Sociedad,LaLiga,Spain,960000,TRUE,"",Summer,49,44,11,2152,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Arrivals,Rui Silva,https://www.transfermarkt.com/rui-silva/profil/spieler/234811,Goalkeeper,27,Portugal,Granada CF,LaLiga,Spain,0,FALSE,"",Summer,54,32,0,2822,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Arrivals,Juan Miranda,https://www.transfermarkt.com/juan-miranda/profil/spieler/341227,Left-Back,21,Spain,Barcelona,LaLiga,Spain,0,FALSE,"",Summer,44,23,1,1369,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Arrivals,Youssouf Sabaly,https://www.transfermarkt.com/youssouf-sabaly/profil/spieler/135492,Right-Back,28,Senegal,G. Bordeaux,Ligue 1,France,0,FALSE,"",Summer,26,17,0,1409,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Arrivals,Héctor Bellerín,https://www.transfermarkt.com/hector-bellerin/profil/spieler/191217,Right-Back,26,Spain,Arsenal,Premier League,England,,TRUE,loan transfer,Summer,44,32,0,2562,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Departures,Emerson Royal,https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,Right-Back,22,Brazil,Barcelona,LaLiga,Spain,1.4e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Departures,Aïssa Mandi,https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293,Centre-Back,29,Algeria,Villarreal,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Departures,Loren Morón,https://www.transfermarkt.com/loren-moron/profil/spieler/354741,Centre-Forward,27,Spain,Espanyol,LaLiga,Spain,,TRUE,loan transfer,Summer,2,1,0,3,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Real Betis Balompié,LaLiga,Spain,2021,Departures,Juan Miranda,https://www.transfermarkt.com/juan-miranda/profil/spieler/341227,Left-Back,21,Spain,Barcelona,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,44,23,1,1369,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,2021
Athletic Bilbao,LaLiga,Spain,2021,Arrivals,Iñigo Córdoba,https://www.transfermarkt.com/inigo-cordoba/profil/spieler/251848,Left Winger,24,Spain,Alavés,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/athletic-bilbao/startseite/verein/621/saison_id/2021,2021
Athletic Bilbao,LaLiga,Spain,2021,Arrivals,Kenan Kodro,https://www.transfermarkt.com/kenan-kodro/profil/spieler/197126,Centre-Forward,27,Bosnia-Herzegovina,Real Valladolid,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/athletic-bilbao/startseite/verein/621/saison_id/2021,2021
Athletic Bilbao,LaLiga,Spain,2021,Departures,Unai López,https://www.transfermarkt.com/unai-lopez/profil/spieler/192009,Central Midfield,25,Spain,Rayo Vallecano,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/athletic-bilbao/startseite/verein/621/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Arrivals,Jakub Jankto,https://www.transfermarkt.com/jakub-jankto/profil/spieler/319160,Left Midfield,25,Czech Republic,Sampdoria,Serie A,Italy,5160000,FALSE,"",Summer,26,15,0,673,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Arrivals,Carles Aleñá,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,Central Midfield,23,Spain,Barcelona,LaLiga,Spain,5e+06,FALSE,"",Summer,35,33,1,2339,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Arrivals,Stefan Mitrovic,https://www.transfermarkt.com/stefan-mitrovic/profil/spieler/143029,Centre-Back,31,Serbia,R. Strasbourg,Ligue 1,France,1e+06,FALSE,"",Summer,37,32,1,2671,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Arrivals,Jorge Cuenca,https://www.transfermarkt.com/jorge-cuenca/profil/spieler/494880,Centre-Back,21,Spain,Villarreal,LaLiga,Spain,,TRUE,loan transfer,Summer,33,32,1,2687,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Arrivals,Vitolo,https://www.transfermarkt.com/vitolo/profil/spieler/67082,Left Winger,31,Spain,Atlético,LaLiga,Spain,,TRUE,loan transfer,Summer,22,7,0,216,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Marc Cucurella,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,Left-Back,23,Spain,Brighton,Premier League,England,1.8e+07,FALSE,"",Summer,1,1,0,22,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Amath Ndiaye,https://www.transfermarkt.com/amath-ndiaye/profil/spieler/339820,Right Winger,24,Senegal,RCD Mallorca,LaLiga,Spain,3e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Ángel Rodríguez,https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510,Centre-Forward,34,Spain,RCD Mallorca,LaLiga,Spain,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Hugo Duro,https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,Centre-Forward,21,Spain,Valencia,LaLiga,Spain,,TRUE,loan transfer,Summer,3,1,0,11,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Carles Aleñá,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,Central Midfield,23,Spain,Barcelona,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,35,33,1,2339,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Takefusa Kubo,https://www.transfermarkt.com/takefusa-kubo/profil/spieler/405398,Right Winger,20,Japan,Real Madrid,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Cucho Hernández,https://www.transfermarkt.com/cucho-hernandez/profil/spieler/459463,Centre-Forward,22,Colombia,Watford,Premier League,England,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
Getafe CF,LaLiga,Spain,2021,Departures,Soufiane Chakla,https://www.transfermarkt.com/soufiane-chakla/profil/spieler/236956,Centre-Back,27,Morocco,Villarreal,LaLiga,Spain,,TRUE,End of loan 30/06/2021,Summer,,,,,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,2021
RCD Espanyol Barcelona,LaLiga,Spain,2021,Arrivals,Álvaro Vadillo,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074,Left Winger,26,Spain,Celta de Vigo,LaLiga,Spain,1800000,FALSE,"",Summer,12,3,0,7,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714/saison_id/2021,2021
RCD Espanyol Barcelona,LaLiga,Spain,2021,Arrivals,Sergi Gómez,https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,Centre-Back,29,Spain,Sevilla FC,LaLiga,Spain,1e+06,FALSE,"",Summer,41,35,2,2985,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714/saison_id/2021,2021
